,macd
319,-0.0468713034478867
320,-0.024011382055761032
321,0.5786869811595636
322,0.5447784023710085
323,0.735465730535168
324,0.5857662060956272
325,0.9360168671594806
326,2.398076550992073
327,3.528521783480386
328,6.14762911672014
329,6.943387399944214
330,8.90591945946045
331,9.49376509362503
332,10.740443519750727
333,11.492950723151068
334,11.624893645158267
335,11.539632653798122
336,11.513380585935323
337,11.528722798310014
338,11.22406756431991
339,10.883706592376654
340,8.966243563749174
341,7.458934886114491
342,6.545516348374463
343,5.049726777355659
344,3.5790919870189555
345,2.574429021191378
346,1.4673662000318473
347,0.5706948226674058
348,-0.6317475994163146
349,-1.5594545840681917
350,-2.352349610559628
351,-1.8144268304756395
352,-1.275261420810267
353,-1.2173534941650246
354,-1.5354709660387584
355,-1.8836815003239735
356,-2.750331496604389
357,-2.936263458817649
358,-2.958954611367716
359,-3.003408480979374
360,-2.536865681016792
361,-2.2110371427864948
362,-2.299032381081105
363,-1.9525494006209385
364,-2.0138007956935837
365,-0.8451404973852732
366,0.057703138718608216
367,1.3476282574526977
368,2.139758404059819
369,2.7136420144822466
370,2.9214818845763944
371,3.200115538948438
372,3.242431422386204
373,3.1939674194982786
374,2.986397215205983
375,2.393848083318119
376,1.7762817628500898
377,1.5379461801033756
378,1.4713146247593727
379,1.2620789004973574
380,1.642016701626062
381,3.473678305388745
382,5.966944668148841
383,8.19014517419015
384,11.98755283661444
385,15.365777163511439
386,18.83138696963681
387,20.950118715151746
388,22.559387694644045
389,24.97561750558134
390,27.516426441829765
391,32.61751285774284
392,35.10106537313783
393,37.822122006232064
394,39.54914027099892
395,41.161290888986855
396,41.18191998961271
397,38.76511053409564
398,37.51752974432384
399,35.471761896163855
400,33.8463337358171
401,30.6208621597425
402,28.17588592898983
403,28.89452442972862
404,28.944812706959
405,28.36130717891541
406,27.059494871014692
407,25.123033543301347
408,22.50547681314879
409,18.70025071857225
410,16.54905656456185
411,12.052343289355576
412,8.958875328910551
413,5.9350060065859225
414,5.124064413137205
415,1.9796218194889548
416,-0.9775519673960957
417,-3.825968093550273
418,-4.476467933639867
419,-4.80998388977315
420,-2.330810221766683
421,0.31640895648797596
422,6.5285601282709536
423,7.741271500057962
424,4.104254850378766
425,1.4420785377026846
426,-5.317570963693697
427,-9.214911455727133
428,-11.92211211569736
429,-15.184822100031568
430,-15.875150951905482
431,-14.8133736050695
432,-13.276742626942166
433,-11.31089371225545
434,-11.726399901007596
435,-11.767972010186384
436,-12.292700128476895
437,-11.337723823243778
438,-8.68266743479063
439,-5.796624574452778
440,-3.679215200833255
441,-3.0195797850140593
442,-4.942238800350708
443,-6.31678866206795
444,-9.72050412499459
445,-9.722881060120699
446,-9.527922999071905
447,-8.216455420640443
448,-6.978376417863785
449,-5.343143863925263
450,-3.819030367988887
451,-3.4789184212402233
452,-3.6530139852523575
453,-4.941094025259304
454,-5.465601692656321
455,-4.728275443640712
456,-4.171699600383931
457,-4.263919814340568
458,-4.532380928764326
459,-3.848426883321622
460,-1.8459725333635788
461,0.004627179167016493
462,2.0059995495332146
463,4.48115618177377
464,5.797868689579616
465,6.996884260773413
466,7.817489239812232
467,7.437725725005464
468,7.076032489454974
469,7.234464617837773
470,7.694378494572902
471,6.738347595664209
472,8.047227123566529
473,10.628552140451859
474,12.072227930771419
475,13.211551451175808
476,13.090165757611658
477,11.871035290146438
478,11.678552907188418
479,9.962540858866817
480,8.440386988485614
481,6.718803359522212
482,5.469116769944492
483,5.234017174015605
484,3.8450844001101245
485,2.6143198245824237
486,2.500148781550422
487,3.5787284357343765
488,7.930528368156104
489,9.651945748893013
490,12.799835021337742
491,13.99546988850966
492,15.505334974264258
493,17.68446378365047
494,18.94710625992053
495,20.845512934800468
496,20.66986673700444
497,19.416011907351844
498,19.095551209843507
499,20.35805198513941
500,21.000900646105947
501,19.708241595392963
502,22.190255845148442
503,26.948198693886354
504,31.094458823101775
505,38.36834584134459
506,42.698492886056954
507,42.52381805848955
508,36.83620127938781
509,32.01348270653688
510,29.938263866679392
511,30.826444341620572
512,34.14680024306574
513,33.908982912107035
514,34.45529839317692
515,35.685543416888095
516,30.9345065434984
517,29.11360926019961
518,26.554346077695527
519,23.232944633268517
520,17.621469708304858
521,15.51661522589518
522,12.529934021148392
523,8.171514505872551
524,5.684584049137811
525,4.697931832121412
526,4.0591027767511605
527,3.408097723036576
528,6.386130954883697
529,10.342932391987347
530,14.160411550223898
531,17.288416209950242
532,18.325607044661865
533,17.10006622253195
534,17.52211746696821
535,12.812013373180434
536,11.647438929851887
537,11.631414883934553
538,12.246077106119401
539,17.20847822315261
540,24.821970353155393
541,29.767551863752374
542,35.07596419941956
543,36.80725497213507
544,37.12964260923957
545,41.24653017253979
546,62.256330481883765
547,82.78830760664789
548,104.26137146574683
549,128.62533103434714
550,147.2768755756798
551,159.9044370694412
552,172.12644219858817
553,176.83121831001574
554,162.88149367346648
555,145.74810708685288
556,138.53853474460743
557,139.16878585924474
558,132.89903589278993
559,127.5079888026412
560,119.3564767168948
561,112.37051343974872
562,112.84734093548172
563,111.26134065565043
564,84.71668334602873
565,71.19596094782582
566,59.124165999957086
567,66.25403596836327
568,65.40726390138661
569,64.83270903935068
570,51.86496364194977
571,48.22356306343545
572,47.77253697696551
573,47.72859103609903
574,41.42219950090998
575,38.71292045172754
576,49.73740847743193
577,75.82050483783155
578,87.29758940797615
579,106.94945234053944
580,114.12013356844136
581,112.0253859806478
582,119.3144040950724
583,127.97652666997942
584,130.2637615370661
585,132.35203818954164
586,138.16527258618157
587,139.39238972987755
588,136.95929938044856
589,129.36753273392173
590,118.95917399067002
591,113.51566027460262
592,113.82710148815272
593,114.72155161101932
594,112.68677898249302
595,107.49196402576399
596,87.73387022668362
597,51.10983654287406
598,26.134032283269107
599,-8.515887612115648
600,-38.38258057099415
601,-61.22787906536837
602,-82.0053470089872
603,-83.21016610817946
604,-89.80716998295065
605,-89.25627274686235
606,-90.46246386349571
607,-91.09848989849456
608,-81.07538961267346
609,-62.24668695190212
610,-32.4887037533083
611,-6.9282921286335295
612,10.605999024232233
613,28.296971426264008
614,37.02051185382447
615,58.30744905336496
616,65.42284703232099
617,66.4030889619155
618,67.2607256752483
619,70.65357799898766
620,69.90563915272855
621,69.43650680238738
622,67.05506557789295
623,58.74802007783933
624,39.968268664768175
625,25.17515252058024
626,3.319415855677107
627,-13.44589249326009
628,-20.240568316384042
629,-23.917861862113796
630,-26.635226006189896
631,-18.464158964535045
632,-9.46629692622264
633,4.161980634186648
634,18.838298257198403
635,45.781888157880985
636,57.05298464324528
637,73.94394518217837
638,88.42033803310869
639,100.8829768177145
640,96.89003269650698
641,100.72431927640059
642,102.51235325015955
643,108.45904043739915
644,110.80067612017842
645,109.2833004576969
646,119.69970073453055
647,136.77446982342963
648,152.7590664067111
649,157.41319115649094
650,149.56352813210015
651,130.26461951858164
652,106.30536996784667
653,102.20134073330792
654,97.91423520037097
655,97.5052624555442
656,90.74421201439418
657,69.4762131956495
658,62.26557038392684
659,71.9037592808545
660,87.35600402936461
661,103.9783111588763
662,119.31364779430214
663,131.4032212835259
664,156.9723343364908
665,176.97366723488358
666,229.88416383656386
667,250.15943419599216
668,286.82821330773004
669,309.36855546588913
670,325.97874011011663
671,370.2873183467382
672,398.07614488580293
673,415.67693342902294
674,442.9644276064514
675,425.17633071511455
676,398.300275372997
677,400.02703172604924
678,355.1629175655112
679,299.9507111018952
680,229.29373886973644
681,173.54043878255516
682,45.266413356851444
683,-28.864252063443928
684,-129.67412276124196
685,-221.10776595260586
686,-307.29242115140687
687,-328.7372506590659
688,-329.92622817969095
689,-310.907115396094
690,-314.46012699937774
691,-333.17561020043286
692,-356.3927776721948
693,-350.36940645251525
694,-316.20096826645477
695,-272.11860216124796
696,-233.06021698279574
697,-178.4474260142738
698,-139.72759162043076
699,-106.40775093814591
700,-79.01047534769077
701,-64.58155322162338
702,-64.2778895815386
703,-51.439723585157026
704,-41.22048253064486
705,-42.41779700748293
706,-41.73339381612777
707,-36.33484498382313
708,-25.460410019402843
709,-20.101414567202028
710,-37.219463741000254
711,-50.30123012858712
712,-73.1138061359693
713,-99.01569124866182
714,-104.91113292064256
715,-137.923015266515
716,-162.87160462637348
717,-168.67913043615272
718,-171.9346415810951
719,-189.8063735827027
720,-201.79497865356598
721,-192.7975258985166
722,-176.51489653706767
723,-148.8215553722364
724,-113.2266780978639
725,-96.5560363105692
726,-77.94656610536185
727,-55.4157630192758
728,-22.097727284123266
729,-6.128842673658255
730,17.355709388442847
731,34.24008590221865
732,32.67248332003783
733,34.15654627423919
734,31.102894296365776
735,30.03029412515616
736,19.59579770177561
737,-1.475954764074686
738,-9.704021157858278
739,-25.204706774877195
740,-41.69868477930186
741,-53.69903987793009
742,-64.19024604345259
743,-81.73485833661584
744,-96.44377196952792
745,-85.36344967976629
746,-75.24270143975309
747,-57.25295147978363
748,-36.20827616344559
749,-16.280736759759975
750,6.0703469200088875
751,29.736391953022576
752,48.12691206891441
753,70.75884085160942
754,96.13402448773832
755,122.59834314865611
756,145.049554383761
757,167.70892064500504
758,170.57290530274122
759,188.3454142175833
760,207.61208313440375
761,224.27086134699493
762,258.4720594879259
763,267.3897133008131
764,282.28131938313345
765,288.2868690112032
766,288.5290652118688
767,271.7574379496623
768,278.0966013295106
769,273.1325580356229
770,267.15153615302506
771,246.13069754631942
772,210.73759526860886
773,178.15873936884464
774,163.52694088124554
775,153.58778213600272
776,139.89993610552665
777,125.02643553475582
778,118.48176542735519
779,97.07405423174578
780,85.7321750612482
781,59.06861710648036
782,53.152980373604805
783,43.77176129325244
784,36.724786122398655
785,31.309754681583854
786,46.71774076593647
787,91.260460909828
788,119.1429702267319
789,156.2400016153042
790,176.7595963842018
791,196.17082130004337
792,209.3071805779291
793,171.58154361956076
794,147.43138662464298
795,120.03195329030359
796,77.97093190249734
797,50.21895342167454
798,38.89452788385506
799,12.70544611746027
800,-3.7190227607698034
801,1.3420148083641834
802,-1.44091140793671
803,-19.57935473751604
804,-32.69014285332014
805,-51.499000880105996
806,-91.12104673617114
807,-139.61925827486857
808,-148.40002720823486
809,-141.07885949608226
810,-154.98543132033456
811,-167.59655402907902
812,-161.1859790814342
813,-166.41215776497938
814,-179.23757019067125
815,-182.26764652318025
816,-163.86844873493374
817,-120.65001389429608
818,-74.45014028646938
819,-26.94767275774393
820,7.206700531326533
821,41.72529549607498
822,72.14665078531561
823,98.33422676881264
824,116.66866604242296
825,130.00146433579812
826,127.33098258240943
827,138.94419131328868
828,143.72186218467232
829,153.66750327635827
830,168.65031716363092
831,184.04197399577015
832,189.5074934205768
833,189.73536547880758
834,173.43679862847785
835,170.98420687877888
836,191.68415305100143
837,193.9803176914188
838,184.6702445874289
839,196.48598649412452
840,191.61343987897908
841,195.78922234333595
842,186.109856997954
843,155.2386179586374
844,161.47080644278412
845,176.4053149387055
846,177.3095008277155
847,173.41710199888166
848,169.86943299415452
849,182.78945925444714
850,193.9030291871486
851,194.74168470632412
852,184.01795741021942
853,175.70842442339017
854,173.54401021707145
855,186.90490306320225
856,192.41708606621341
857,179.9230163751099
858,173.88026271596937
859,162.00484307678926
860,149.51885968299212
861,133.25445778071298
862,108.09567880320537
863,58.16201893060497
864,24.347860819307243
865,-28.577164987847937
866,-42.56165437546042
867,-46.48318652705166
868,-64.74545548375863
869,-94.71776581614085
870,-95.72493739007041
871,-103.5713631290655
872,-103.48481976230232
873,-124.91164404429128
874,-134.73426502270922
875,-122.0347985541157
876,-88.11867837515092
877,-44.57066868378388
878,-8.498765932526112
879,7.472052998161416
880,-7.516168160531379
881,-24.132168422331233
882,-23.655915580423425
883,-13.39012247717892
884,-7.493652938816922
885,9.213741147995279
886,-1.3578926483023679
887,-28.87425382438778
888,-37.690263224863884
889,-42.85529694061006
890,-84.64138487156015
891,-118.76764032649544
892,-121.76198317239414
893,-119.54009930198936
894,-120.46588556417919
895,-115.11047875040867
896,-117.94813860246086
897,-114.65625729866724
898,-106.5063131288639
899,-95.86548295777584
900,-73.36111531925735
901,-62.85029910286448
902,-48.73851680899088
903,-30.639472413492058
904,-14.985179520285783
905,-28.080253618058578
906,-52.0863164367297
907,-63.19841077678393
908,-76.06030061334741
909,-75.62826368619153
910,-67.14928044544604
911,-67.27013279361927
912,-61.09498311421157
913,-82.34106967826483
914,-110.73059415324997
915,-150.90081439509822
916,-188.48251283318677
917,-212.77987124071433
918,-232.02838968792184
919,-224.34190268687098
920,-205.41022604072532
921,-199.0657135017559
922,-186.80419390329507
923,-174.44547143505451
924,-159.25797891365164
925,-157.25778260411516
926,-153.3108383422441
927,-149.82413997237018
928,-148.8119290419022
929,-181.8413311863951
930,-219.0921718684026
931,-231.4587287257541
932,-250.8634046411089
933,-265.2542270293129
934,-268.50335572194626
935,-272.6596389995725
936,-260.49879545245403
937,-242.47862063232515
938,-222.10375135450795
939,-193.76658668201435
940,-160.24640118251136
941,-140.61171586753926
942,-116.83707565917348
943,-66.82987667270027
944,-24.973655927964046
945,13.933609204122604
946,54.10044160438747
947,85.53170202047295
948,120.5217871032005
949,131.5618551896746
950,125.74379087149873
951,120.09253975126103
952,109.2998137164218
953,102.30347337602689
954,119.59950172695653
955,126.81802000871858
956,98.84044567896035
957,64.36436846223296
958,34.23281252899278
959,-5.268935716386295
960,-41.53772316831919
961,-66.83567950842962
962,-88.67892149807676
963,-100.79727198257706
964,-94.1710156657864
965,-86.19020125531961
966,-93.65867239957925
967,-76.10941853000622
968,-57.469821604604476
969,-40.06456724373629
970,-31.479174740317376
971,-42.64715400228852
972,-43.10933301336854
973,-50.06828558763709
974,-60.620616315047755
975,-58.15254812194826
976,-42.750225861690524
977,-45.15134728271323
978,-50.97443407151786
979,-50.55192123028155
980,-59.531282476220895
981,-57.858219881843524
982,-52.975682706223324
983,-35.010718171994085
984,-13.35610695186324
985,14.436001745347767
986,36.98372884540731
987,47.20273097627751
988,57.20414576374242
989,67.5756173602349
990,82.30913536598746
991,102.40249490853739
992,116.97342469016348
993,129.96899740699928
994,153.66898059666892
995,174.89670684673638
996,192.56204338141106
997,200.8243782447048
998,190.85191947818475
999,194.9561417883815
